symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
ALTA,Altabancorp,44.16,-1.2522392,-0.5600014,44.09,45.17,47.8,21.41,0.0,41.586,42.570877,NASDAQ,410642.0,80075.0,44.9,44.72,2.22,19.89189189189189,,0.0,0
ALTEX,Firsthand Alternative Energy Fund,10.2,-1.9231,-0.2,10.2,10.2,11.33,8.6,0.00943194,10.2126,10.05545,NASDAQ,0.0,0.0,10.2,10.4,0.0,,,924700.0,1733274005
ALTI,"AlTi Global, Inc.",4.55,-5.7971,-0.28,4.47,4.85,9.22,3.47,0.636207604,4.1223,4.684,NASDAQ,88972.0,182365.0,4.85,4.83,-1.57,-2.9,2025-03-14T12:00:00.000+0000,139825847.0,1733259601
ALTO,"Alto Ingredients, Inc.",1.44,-0.6897,-0.01,1.41,1.45,3.0,1.18,0.110370384,1.5948,1.6801,NASDAQ,896122.0,776747.0,1.43,1.45,-0.51,-2.82,2025-03-06T12:00:00.000+0000,76646100.0,1733259601
ALTR,Altair Engineering Inc.,105.3,-0.5008,-0.53,105.095,105.85,113.12,70.07,8.969860563,100.4976,91.28905,NASDAQ,678977.0,848633.0,105.65,105.83,0.4,263.25,2025-02-20T21:00:00.000+0000,85183861.0,1733259601
ALTS,ALT5 Sigma Corporation,2.81,7.2519,0.19,2.38,2.87,5.26,0.45,0.039535295,2.1972,2.45475,NASDAQ,333555.0,176930.0,2.62,2.62,-4.29,-0.66,2024-11-12T21:00:00.000+0000,14069500.0,1733259600
ALTU,Altitude Acquisition Corp.,10.12,-1.2683,-0.13,10.12,10.15,10.45,9.97,0.085771655,10.198804,10.182463,NASDAQ,68972.0,2354.0,10.15,10.25,0.18,56.22222222222222,2024-05-16T21:24:00.000+0000,8475460.0,1710360001
ALTUU,Altitude Acquisition Corp.,10.1,-1.5595,-0.16,10.1,10.27,10.36,9.01,0.085771654,10.2138,10.188469,NASDAQ,3300.0,120.0,10.26,10.26,0.808,12.5,2023-03-31T00:00:00.000+0000,8492243.0,1710350462
ALTUW,Altitude Acquisition Corp.,0.0007,-96.875,-0.0217,0.0002,0.0011,0.115,0.0002,0.085771655,0.02228,0.042165,NASDAQ,2133842.0,11998.0,0.0002,0.0224,0.0,0.0,2023-03-31T00:00:00.000+0000,122530935714.0,1710359998
ALTY,Global X Alternative Income ETF,12.1,-0.0826,-0.01,12.06,12.1,12.19,10.95,0.034120875,11.96652,11.58744,NASDAQ,9205.0,10368.0,12.085,12.11,0.741609,16.32,,2819907.0,1733259600
ALVIX,Focused Large Cap Value Investor Class,11.43,-0.7812,-0.09,11.43,11.43,11.56,9.74,3.237626367,11.2526,10.6889,NASDAQ,0.0,0.0,11.43,11.52,0.0,,,283256900.0,1733274091
ALVO,Alvotech,11.61,-0.4288,-0.05,11.56,11.76,18.0,9.08,3.50020602,12.3178,12.8688,NASDAQ,45370.0,95180.0,11.66,11.66,-1.85,-6.28,2025-02-26T12:00:00.000+0000,301482000.0,1733259601
ALVOW,Alvotech,2.58,-1.1494,-0.03,2.58,2.61,2.61,2.58,3.501691432,0.0,0.0,NASDAQ,452.0,0.0,2.61,2.61,0.0,,,1346850620.0,1733259600
ALVR,"AlloVir, Inc.",0.4909,-7.604,-0.0404,0.4758,0.535,2.485,0.4758,0.056729877,0.74792,0.75516,NASDAQ,384340.0,311693.0,0.535,0.5313,-0.88,-0.56,2025-02-12T12:00:00.000+0000,115563000.0,1733259601
ALXN,"Alexion Pharmaceuticals, Inc.",182.5,0.0,0.0,180.21,182.67,187.45,99.91,0.0,182.74828,165.7747,NASDAQ,3.0,4222993.0,181.04,182.5,3.081,59.23401493021746,2021-07-29T04:00:00.000+0000,0.0,0
ALXO,ALX Oncology Holdings Inc.,1.55,-6.6265,-0.11,1.545,1.81,17.825,1.19,0.081751805,1.5391,7.3743,NASDAQ,1487126.0,684606.0,1.66,1.66,-2.97,-0.52,2025-03-06T05:00:00.000+0000,52743100.0,1733259601
ALYA,Alithya Group Inc.,1.13,4.6296,0.05,1.07,1.19,2.25,0.98,0.110306527,1.2462,1.57705,NASDAQ,40583.0,42649.0,1.11,1.08,-0.33,-3.4242424242424243,2024-02-14T12:15:04.000+0000,97616396.0,1707426001
ALZFX,Alger Focus Equity Fund,84.34,1.0907,0.91,84.34,84.34,84.34,51.37,0.426687868,77.3898,68.89305,NASDAQ,0.0,0.0,84.34,83.42999,19.838,4.25,,5059140.0,1733274005
ALZN,"Alzamend Neuro, Inc.",1.25,0.0,0.0,1.22,1.29,15.06,1.22,0.005594213,1.5446,4.71442,NASDAQ,92860.0,254874.0,1.26,1.25,-137.38,-0.01,2025-01-01T12:00:00.000+0000,4475370.0,1733259601
AMAGX,Amana Mutual Funds Trust - Growth Fund,84.85,0.3667,0.31,84.85,84.85,85.74,68.48,5.502247756,83.534,80.81195,NASDAQ,0.0,0.0,84.85,84.54,2.0557656,41.27,,64846762.0,1733274091
AMAL,Amalgamated Financial Corp.,35.18,-1.2907,-0.46,35.06,35.9,38.19,21.33,1.078945974,33.8388,28.3335,NASDAQ,89465.0,177542.0,35.44,35.64,3.39,10.38,2025-01-23T13:30:00.000+0000,30669300.0,1733259601
AMANX,Amana Mutual Funds Trust Income Fund,70.16,-0.0712,-0.05,70.16,70.16,71.47,59.28,1.944609285,69.615,67.1136,NASDAQ,0.0,0.0,70.16,70.21001,2.519365,27.85,,27716780.0,1733274091
AMAO,American Acquisition Opportunity Inc.,7.35,13.7771,0.89,6.5001,8.18,15.5,5.14,0.02259809,10.329702,10.315785,NASDAQ,69810.0,17245.0,6.6779,6.46,0.08,91.875,2023-03-31T00:00:00.000+0000,3074570.0,1699041588
AMAOU,American Acquisition Opportunity Inc.,7.19,10.9568,0.71,6.91,8.48,13.94,5.72,0.023514895,10.287208,10.365962,NASDAQ,4964.0,581.0,7.1,6.48,0.0,0.0,,3270500.0,1699041379
AMAOW,American Acquisition Opportunity Inc.,0.0699,39.8,0.0199,0.0451,0.0699,0.0699,0.0451,0.000244693,0.0,0.0,NASDAQ,99089.0,0.0,0.0499,0.05,0.0,0.0,2023-03-31T00:00:00.000+0000,3500611.0,1699030274
AMAT,"Applied Materials, Inc.",183.16,-0.0573,-0.105,180.8,183.26,255.89,144.57,150.99783664,188.359,203.8366,NASDAQ,5374632.0,6538530.0,181.21,183.265,8.61,21.27,2025-02-13T10:59:00.000+0000,824404000.0,1733259601
AMBA,"Ambarella, Inc.",71.84,2.3799,1.67,69.15,73.29,81.32,39.69,2.96516008,59.2292,53.6087,NASDAQ,1238668.0,527958.0,69.15,70.17,-3.87,-18.56,2025-02-25T05:00:00.000+0000,41274500.0,1733259601
AMBFX,American Balanced Fund Class F-2 Shs,37.0,0.027,0.01,37.0,37.0,37.0,31.0,234.6663617,36.3916,34.7187,NASDAQ,0.0,0.0,37.0,36.99,,,,6342334100.0,1733274005
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,37.55,-0.0931,-0.035,37.55,37.68,37.815,26.6,0.003729466,37.31747,36.005974,NASDAQ,3032.0,976.0,37.68,37.585,0.0,,,99320.0,1629746222
AMCC,3715280,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2016-09-30T00:00:00.000+0000,0.0,1561759658
AMCCX,American Beacon Mid-Cap Value Fund,10.86,1.306,0.14,10.86,10.86,10.86,10.86,0.106052668,10.86,10.86,NASDAQ,0.0,0.0,10.86,10.719999,0.0,,,9765438.0,1669856403
AMCI,AMCI Acquisition Corp. II,9.91,0.0,0.0,9.9,10.17,10.8,9.4,0.18581249,9.984958,9.870857,NASDAQ,362919.0,245303.0,10.05,9.91,0.0,0.0,2021-11-10T21:00:00.000+0000,18749999.0,1675889990
AMCIU,AMCI Acquisition Corp. II,10.43,0.0,0.0,10.43,10.43,11.4,9.3039,0.539415611,10.128604,9.980651,NASDAQ,100.0,5483.0,10.43,10.43,0.0,0.0,,51717700.0,1548651600
AMCIW,AMCI Acquisition Corp. II,0.33,-0.0303,-0.0001,0.31,0.349,0.349,0.31,0.0,0.0,0.0,NASDAQ,280955.0,0.0,,0.3301,0.0,0.0,,0.0,1675887559
AMCLX,Afa Multi-Manager Credit Fund,9.69,0.0,0.0,9.69,9.69,9.7,9.34,0.0,9.6264,9.5684,NASDAQ,0.0,0.0,9.69,9.69,,,,0.0,1733274091
AMCPX,American Funds AMCAP A,46.4,0.2376,0.11,46.4,46.4,46.4,36.82,87.931260899,44.9408,42.68105,NASDAQ,0.0,0.0,46.4,46.29,10.475,4.43,,1895070278.0,1733274091
AMCX,AMC Networks Inc.,9.33,-3.9135,-0.38,9.18,9.8163,20.97,7.08,0.411646868,8.476,10.9422,NASDAQ,433124.0,1339326.0,9.8,9.71,0.71,13.14,2025-02-07T13:30:00.000+0000,44120779.0,1733259601
AMD,"Advanced Micro Devices, Inc.",141.98,-0.0563,-0.08,141.0801,143.4495,227.3,116.38,230.4065638,152.2806,159.6442,NASDAQ,22184268.0,34337396.0,142.6999,142.06,1.12,126.77,2025-01-28T21:00:00.000+0000,1622810000.0,1733259601
AMDL,GraniteShares 2x Long AMD Daily ETF,10.79,-0.2773,-0.03,10.66,11.01,24.8,8.74,0.185036642,12.8806,14.902528,NASDAQ,4542936.0,2881225.0,10.9085,10.82,,,,17148901.0,1733259601
AMDS,GraniteShares 1x Short AMD Daily ETF,13.605,0.1104,0.015,13.56,13.63,22.43,9.48,0.004570518,12.88528,12.91755,NASDAQ,9289.0,47377.0,13.56,13.59,,,,335944.0,1733259600
AMDVX,American Century Mid Cap Value Fund,17.63,-0.6761,-0.12,17.63,17.63,17.85,15.23,8.276765603,17.1956,16.35765,NASDAQ,0.0,0.0,17.63,17.75,0.0,,,466840452.0,1733274091
AMDWX,Amana Mutual Funds Trust Developing World Fund,13.7,0.6613,0.09,13.7,13.7,14.66,11.85,0.13358622,13.9984,13.55245,NASDAQ,0.0,0.0,13.7,13.61,0.6117694,22.39,,9750819.0,1733274005
AMECX,American Funds The Income Fund of America Class A,26.22,-0.0381,-0.01,26.22,26.22,26.28,22.63,127.252550485,25.9682,24.7658,NASDAQ,0.0,0.0,26.22,26.23,0.0,,,4853262795.0,1733274091
AMED,"Amedisys, Inc.",86.27,-5.4472,-4.97,85.84,90.0,98.95,85.84,2.825437397,94.7396,94.72615,NASDAQ,1993244.0,443058.0,90.0,91.24,2.52,34.23,2025-02-19T05:00:00.000+0000,32751100.0,1733259601
AMEH,"Apollo Medical Holdings, Inc.",40.82,-2.1103,-0.88,40.71,42.75,45.7126,28.865,1.830332062,38.4784,34.86705,NASDAQ,313943.0,208841.0,41.7,41.7,1.04,39.25,2024-02-27T00:00:00.000+0000,44839100.0,1708722001
AMFAX,AlphaSimplex Managed Futures Strategy Fund Class A,8.73,0.0,0.0,8.73,8.73,10.14,8.5,2.015505786,8.7212,9.29715,NASDAQ,0.0,0.0,8.73,8.73,0.0,,,230871224.0,1733274005
AMFCX,American Funds American Mutual Fund,59.08,-0.2533,-0.15,59.08,59.08,59.43,49.17,71.688852359,58.3416,54.88655,NASDAQ,0.0,0.0,59.08,59.230003,11.457,5.16,,1213419979.0,1733274005
AMFFX,American Funds American Mutual Fund Class F-1,59.89,-0.2498,-0.15,59.89,59.89,60.24,49.77,72.671723501,59.101,55.60025,NASDAQ,0.0,0.0,59.89,60.04,11.457,5.23,,1213419995.0,1733274005
AMGIX,Disciplined Core Value Fund - I Class,39.21,-0.4822,-0.19,39.21,39.21,39.48,31.36,2.025424937,38.0272,36.0721,NASDAQ,0.0,0.0,39.21,39.399998,0.0,,,51655826.0,1733274091
AMGN,Amgen Inc.,278.32,0.0791,0.22,276.5,281.3799,346.85,257.8,149.60618456,311.3344,305.6872,NASDAQ,5077011.0,2642403.0,277.0,278.1,7.84,35.5,2025-02-04T05:00:00.000+0000,537533000.0,1733259601
AMHC,Amplitude Healthcare Acquisition Corporation,10.23,-3.9436626,-0.42000008,10.0001,11.44,15.8,9.8,1.11836406,10.31923,10.014069,NASDAQ,245352.0,263450.0,10.73,10.65,,0.0,,109322000.0,1632715200
AMHCU,Amplitude Healthcare Acquisition Corporation,10.96,3.396223,0.35999966,10.96,12.2882,16.28,9.512,0.0,10.780497,10.45752,NASDAQ,4228.0,1193.0,12.2882,10.6,,0.0,,0.0,0
AMHCW,Amplitude Healthcare Acquisition Corporation,1.57,3.2894783,0.05000007,1.36,1.65,1.65,1.36,0.0,0.0,0.0,NASDAQ,92280.0,0.0,1.4501,1.52,,0.0,,0.0,1632715200
AMIC,5310,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2016-06-30T00:00:00.000+0000,0.0,1561759658
AMID,Argent Mid Cap ETF,37.24,-0.0268,-0.01,37.1948,37.3299,37.83,28.045,0.080776167,35.86434,33.83817,NASDAQ,21628.0,10549.0,37.31,37.25,1.6653306,22.36,,2169070.0,1733259601
AMIDX,Amana Developing World Fund Institutional Class,13.77,0.6579,0.09,13.77,13.77,14.73,11.9,0.133581737,14.0684,13.6115,NASDAQ,0.0,0.0,13.77,13.68,0.61391217,22.43,,9700925.0,1733274005
AMIGX,Amana Growth Fund Institutional Class,85.49,0.3639,0.31,85.49,85.49,86.31,68.96,5.502096733,84.1498,81.351,NASDAQ,0.0,0.0,85.49,85.18,2.0663495,41.37,,64359536.0,1733274005
AMINX,Amana Income Fund Institutional Class,69.41,-0.072,-0.05,69.41,69.41,70.69,58.55,1.944594308,68.853,66.3484,NASDAQ,0.0,0.0,69.41,69.46001,2.4926271,27.85,,28016054.0,1733274005
AMIX,"Autonomix Medical, Inc. Common Stock",3.97,-11.3839,-0.51,3.87,4.75,152.0,3.87,0.006395035,10.8111,32.314377,NASDAQ,130956.0,524949.0,4.32,4.48,-19.74,-0.2,2025-02-11T05:00:00.000+0000,1610840.0,1733259601
AMKIX,American Century Emerging Markets Fund - I Class,11.61,0.4325,0.05,11.61,11.61,12.36,9.8,1.828401094,11.8958,11.3201,NASDAQ,0.0,0.0,11.61,11.559999,0.0,,,157485021.0,1733274091
AMKR,"Amkor Technology, Inc.",26.98,-1.0997,-0.3,26.59,27.13,44.86,24.1,6.65410438,28.4326,32.1511,NASDAQ,1858056.0,1415906.0,27.13,27.28,1.48,18.23,2025-02-03T05:00:00.000+0000,246631000.0,1733259601
AMLI,American Lithium Corp.,0.634,-5.3731,-0.036,0.6224,0.67,1.29,0.323,0.13807569,0.70404,0.61117,NASDAQ,531544.0,632028.0,0.67,0.67,-0.11,-5.76,2025-01-13T21:00:00.000+0000,217785000.0,1733259601
AMLX,"Amylyx Pharmaceuticals, Inc.",5.35,-3.6036,-0.2,5.215,5.52,19.949,1.575,0.366731051,4.6534,3.89015,NASDAQ,662884.0,1478779.0,5.52,5.55,-3.82,-1.4,2025-02-20T13:30:00.000+0000,68547860.0,1733259601
AMNB,American National Bankshares Inc.,47.76,-0.3339,-0.16,47.515,48.2,50.76,25.26,0.507722232,45.8675,41.533474,NASDAQ,119440.0,20507.0,48.0,47.92,2.46,19.414634146341463,2024-04-23T00:00:00.000+0000,10630700.0,1711656001
AMOT,Allied Motion Technologies Inc.,34.08,2.0665,0.69,33.41,34.17,44.88,25.14,0.550906608,36.1636,37.11255,NASDAQ,84782.0,68443.0,33.41,33.39,1.45,23.50344827586207,2023-10-31T10:59:00.000+0000,16165100.0,1692734401
AMPAX,American Beacon Mid-Cap Value Fund Investor Class,12.17,1.3322,0.16,12.17,12.17,12.17,12.17,0.106052666,12.17,12.17,NASDAQ,0.0,0.0,12.17,12.01,0.0,,,8714270.0,1669856468
AMPCX,American Funds AMCAP Fund Class C,37.26,0.2421,0.09,37.26,37.26,37.26,30.01,72.693506901,36.1078,34.42795,NASDAQ,0.0,0.0,37.26,37.17,10.475,3.56,,1950979788.0,1733274005
AMPFX,American Funds AMCAP Fund,45.82,0.2187,0.1,45.82,45.82,45.82,36.38,87.914672805,44.3808,42.1594,NASDAQ,0.0,0.0,45.82,45.72,10.475,4.37,,1918696482.0,1733274005
AMPG,"AmpliTech Group, Inc.",0.8875,2.0115,0.0175,0.8511,0.9287,2.55,0.64,0.011111056,0.89076,1.33236,NASDAQ,87285.0,102901.0,0.8787,0.87,-0.82,-1.08,2025-02-26T12:00:00.000+0000,12519500.0,1733259601
AMPGW,"AmpliTech Group, Inc.",0.016,0.0,0.0,0.016,0.0319,0.18,0.01,0.005896321,0.03256,0.077495,NASDAQ,307.0,8430.0,0.0319,0.016,0.0,,2023-03-31T00:00:00.000+0000,368520062.0,1732741200
AMPH,"Amphastar Pharmaceuticals, Inc.",44.92,-2.0924,-0.96,44.71,46.1113,65.92,36.56,2.159816488,47.8452,44.44965,NASDAQ,300467.0,363604.0,45.84,45.88,3.01,14.92,2025-02-26T05:00:00.000+0000,48081400.0,1733259601
AMPL,"Amplitude, Inc.",10.53,-2.3191,-0.25,10.44,10.74,14.42,7.37,1.344507992,9.4044,9.443275,NASDAQ,191343.0,425692.0,10.67,10.78,-0.65,-16.2,2025-02-12T12:00:00.000+0000,127683570.0,1733259601
AMRB,American River Bankshares,20.91,1.9999992,0.40999985,20.5,21.37,21.4,8.9,0.0,18.833218,17.500574,NASDAQ,115144.0,10735.0,20.5,20.5,1.501,13.930712858094603,2021-07-22T04:00:00.000+0000,0.0,0
AMRFX,American Funds American Mutual Fund,60.22,-0.265,-0.16,60.22,60.22,60.57,50.01,73.072151677,59.4148,55.8949,NASDAQ,0.0,0.0,60.22,60.38,11.457,5.26,,1213419988.0,1733274005
AMRI,275218,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2017-06-30T00:00:00.000+0000,0.0,1561759658
AMRK,"A-Mark Precious Metals, Inc.",29.71,-0.9336,-0.28,29.42,29.92,47.39,24.22,0.688799611,37.667,35.916874,NASDAQ,189407.0,320065.0,29.92,29.99,2.44,12.18,2025-02-04T05:00:00.000+0000,23184100.0,1733259601
AMRN,Amarin Corporation plc,0.5071,-3.5381,-0.0186,0.5067,0.5282,1.37,0.46,0.208550797,0.5678,0.7514,NASDAQ,740966.0,998004.0,0.5153,0.5257,-0.1,-5.07,2025-02-26T12:00:00.000+0000,411261678.0,1733259601
AMRS,"Amyris, Inc.",0.05,0.0,0.0,0.05,0.0643,0.0643,0.05,0.0,0.0,0.0,NASDAQ,46746028.0,0.0,0.064,0.05,-1.16,-0.04,2023-11-06T10:59:00.000+0000,0.0,1731618000
AMSC,American Superconductor Corporation,32.84,-4.784,-1.65,32.17,34.59,38.02,9.37,1.295643088,27.1412,20.63665,NASDAQ,1103200.0,1326150.0,33.362,34.49,-0.03,-1094.67,2025-01-22T10:59:00.000+0000,39453200.0,1733259601
AMSF,"AMERISAFE, Inc.",58.28,-0.5121,-0.3,57.965,59.1132,60.24,41.97,1.110234,53.6092,49.06045,NASDAQ,102460.0,116066.0,58.75,58.58,3.21,18.16,2025-02-19T05:00:00.000+0000,19050000.0,1733259601
AMSG,181493,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2016-09-30T00:00:00.000+0000,0.0,1561759658
AMST,Amesite Inc.,3.16,12.4555,0.35,2.9,3.56,4.34,1.72,0.00882411,2.54842,2.63351,NASDAQ,277231.0,34069.0,2.9,2.81,-1.72,-1.84,2025-02-12T21:00:00.000+0000,2792440.0,1733259601
AMSWA,"American Software, Inc.",10.95,-2.1448,-0.24,10.85,11.23,12.2699,8.41,0.38851257,10.717,10.59315,NASDAQ,113503.0,226237.0,11.23,11.19,0.27,40.55555555555556,2024-11-14T00:00:00.000+0000,35480600.0,1727812801
AMTB,Amerant Bancorp Inc.,25.05,-0.5558,-0.14,24.97,25.575,27.0,18.54,1.05481542,22.0772,22.0373,NASDAQ,131145.0,227663.0,25.29,25.19,-1.48,-16.93,2025-01-22T21:00:00.000+0000,42108400.0,1733259602
AMTBB,Amerant Bancorp Inc.,28.72,-1.2379663,-0.3600006,28.105,28.85,29.05,11.26,0.0,25.2294,19.526026,NASDAQ,3933.0,18790.0,28.54,29.08,1.447,19.847961299239806,2020-10-29T04:00:00.000+0000,0.0,0
AMTI,Applied Molecular Transport Inc.,0.263,-3.1307,-0.0085,0.263,0.313,0.84,0.1343,0.011006287,0.193824,0.246063,NASDAQ,235210.0,320195.0,0.313,0.2715,-1.89,-0.13915343915343914,2024-03-07T10:59:00.000+0000,41849000.0,1703624396
AMTX,"Aemetis, Inc.",3.68,-7.7694,-0.31,3.65,4.0,7.03,2.102,0.183023328,3.1192,3.366225,NASDAQ,945781.0,687228.0,3.95,3.99,-2.26,-1.63,2025-03-06T05:00:00.000+0000,49734600.0,1733259601
AMUSX,American Funds U.S. Government Securities Fund Class A,11.93,-0.0838,-0.01,11.93,11.93,12.38,11.55,22.221715255,11.9968,11.9304,NASDAQ,0.0,0.0,11.93,11.940001,,,,1862675210.0,1733274091
AMV,"Atlis Motor Vehicles, Inc.",0.5022,-1.8757,-0.0096,0.49,0.52,243.99,0.47,0.017826192,0.607596,6.660538,NASDAQ,460274.0,1646483.0,0.518,0.5118,-8.75,-0.05739428571428572,2023-05-12T04:00:00.000+0000,35496200.0,1683921585
AMVRX,American Century Mid Cap Value Fund,17.46,-0.6826,-0.12,17.46,17.46,17.67,15.09,8.276220833,17.0424,16.21025,NASDAQ,0.0,0.0,17.46,17.58,0.0,,,471354836.0,1733274091
AMWD,American Woodmark Corporation,90.08,-0.6178,-0.56,89.3,92.44,106.57,76.57,1.356073328,94.5478,92.1649,NASDAQ,91344.0,194622.0,90.79,90.64,6.7,13.44,2025-02-26T10:59:00.000+0000,15054100.0,1733259601
AMYT,Amryt Pharma plc,14.7,0.0,0.0,14.7,14.71,14.71,14.7,0.0,0.0,0.0,NASDAQ,2376385.0,0.0,14.71,14.7,0.37,39.73,2022-03-02T07:00:00.000+0000,0.0,1731618000
AMZD,Direxion Daily AMZN Bear 1X Shares,11.98,-1.318,-0.16,11.969,12.11,18.539,11.87,0.004086079,13.1956,14.15005,NASDAQ,27679.0,49325.0,12.11,12.14,0.0,,,341075.0,1733259600
AMZN,"Amazon.com, Inc.",213.44,1.2956,2.73,209.65,214.02,215.9,143.13,2244.3216,194.8768,184.68985,NASDAQ,31577064.0,38198507.0,210.31,210.71,4.68,45.61,2025-01-30T10:59:00.000+0000,10515000000.0,1733259601
AMZU,Direxion Daily AMZN Bull 1.5X Shares,41.07,2.5212,1.01,39.6301,41.31,42.5,22.115,0.165959106,35.0445,33.756023,NASDAQ,1264436.0,737142.0,39.906,40.06,0.2897246,141.76,,4040884.0,1733259601
AMZZ,GraniteShares 2x Long AMZN Daily ETF,33.06,2.5116,0.81,32.02,33.2462,34.12,17.51,0.024893387,28.11898,26.798655,NASDAQ,158303.0,135495.0,32.16,32.25,,,,752976.0,1733259600
ANAB,"AnaptysBio, Inc.",22.0,-9.7621,-2.38,21.58,25.16,41.308,14.75,0.6694314,28.1142,27.816,NASDAQ,471547.0,420212.0,25.16,24.38,-6.05,-3.64,2025-02-27T12:00:00.000+0000,30428700.0,1733259601
ANAD,321515,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2015-12-31T00:00:00.000+0000,0.0,1561759658
ANAT,"American National Group, Inc.",188.99,-0.03702109,-0.06999207,188.75,189.86,195.89,144.35,0.0,189.127,189.45074,NASDAQ,72185.0,108431.0,189.5,189.06,28.101,6.725383438311804,2022-05-24T04:00:00.000+0000,0.0,0
ANBEX,American Funds Strategic Bond Fund Class F-1,9.18,0.0,0.0,9.18,9.18,9.54,8.8,19.583100926,9.2326,9.13425,NASDAQ,0.0,0.0,9.18,9.18,0.0,,,2133235395.0,1733274005
ANCB,Anchor Bancorp,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2018-09-30T00:00:00.000+0000,0.0,1561759658
ANCFX,American Funds Fundamental Investors,88.85,0.1014,0.09,88.85,88.85,88.89,69.88,140.481466946,86.6776,81.64585,NASDAQ,0.0,0.0,88.85,88.76,,,,1581108238.0,1733274092
ANCX,Access National Corporation,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2018-12-31T00:00:00.000+0000,0.0,1561759658
ANDA,Andina Acquisition Corp. III,9.2,3.3707886,0.3000002,8.9,9.919,14.0,8.7,0.3359196,10.175397,10.541377,NASDAQ,314275.0,30343.0,9.0,8.9,0.0,0.0,,36513000.0,1626840000
ANDAR,Andina Acquisition Corp. III,0.905,11.728391,0.09499997,0.825,0.9131,0.9131,0.825,0.0,0.0,0.0,NASDAQ,512197.0,0.0,0.825,0.81,0.0,0.0,,0.0,0
ANDAU,Andina Acquisition Corp. III,11.1,0.0,0.0,11.1,12.21,16.33,8.19,0.4052943,11.500357,12.252131,NASDAQ,1123.0,409.0,11.1,11.1,-0.64,-17.34375,,36513000.0,1552021200
ANDAW,Andina Acquisition Corp. III,1.27,13.392856,0.14999998,1.1001,1.43,1.43,1.1001,0.0,0.0,0.0,NASDAQ,666563.0,0.0,1.15,1.12,,0.0,,0.0,1626840000
ANDE,"The Andersons, Inc.",47.86,-1.0134,-0.49,47.23,48.575,61.46,41.77,1.6305902,48.0634,51.13235,NASDAQ,307916.0,176990.0,48.46,48.35,3.49,13.71,2025-02-18T21:00:00.000+0000,34070000.0,1733259601
ANEB,"Anebulo Pharmaceuticals, Inc.",1.55,1.9737,0.03,1.44,1.59,3.3,1.25,0.04019646,1.7759,2.2545,NASDAQ,1661.0,9103.0,1.45,1.52,-0.3,-5.17,2025-02-11T10:00:00.000+0000,25933200.0,1733259600
ANEFX,American Funds New Economy A,68.18,0.2352,0.16,68.18,68.18,68.7,52.58,35.625681207,66.5328,62.19625,NASDAQ,0.0,0.0,68.18,68.02,,,,522523925.0,1733274092
ANFFX,American Funds New Economy Fund Cl F-1 Shs,68.39,0.2345,0.16,68.39,68.39,68.92,52.76,35.625423902,66.7414,62.40065,NASDAQ,0.0,0.0,68.39,68.229996,0.0,,,520915688.0,1733274005
ANGH,Anghami Inc.,0.7201,-2.0272,-0.0149,0.7151,0.73,2.27,0.7,0.021393883,0.78786,0.988635,NASDAQ,8001.0,14687.0,0.73,0.735,-0.6,-1.2,2024-08-01T04:00:00.000+0000,29709600.0,1733259600
ANGHW,Anghami Inc.,0.025,-12.5874,-0.0036,0.0211,0.0253,0.0253,0.0211,0.013369339,0.0,0.0,NASDAQ,12473.0,0.0,0.0218,0.0286,-185.241,0.0,,534772800.0,1733259600
ANGI,Angi Inc.,1.99,0.5051,0.01,1.97,2.035,3.1,1.65,0.989564892,2.3414,2.351,NASDAQ,1236347.0,710971.0,1.98,1.98,0.08,24.88,2025-02-11T05:00:00.000+0000,497268790.0,1733259601
ANGL,VanEck Fallen Angel High Yield Bond ETF,29.13,0.0343,0.01,29.11,29.17,29.47,26.98,3.054822522,29.0856,28.80135,NASDAQ,624801.0,769126.0,29.15,29.12,59.99,0.49,,104868607.0,1733259601
ANGN,Angion Biomedica Corp.,1.0,0.0,0.0,1.0,1.0,20.4,1.0,0.0301137,7.17202,8.11341,NASDAQ,224803.0,9772.0,1.06,1.0,-10.11,-0.09891196834817013,2023-08-14T10:59:00.000+0000,30113700.0,1685649604
ANGO,"AngioDynamics, Inc.",7.1,-0.5602,-0.04,6.97,7.13,8.25,5.26,0.28850353,6.8836,6.5662,NASDAQ,263354.0,493993.0,7.13,7.14,-6.05,-1.17,2025-01-03T13:30:00.000+0000,40634300.0,1733259601
